seq_id,print_id,tile_id,P1,δP1,P2,δP2,P3,δP3,P4,δP4,P5,δP5
150,SI266220200309225433,6,"(277,378)",8149,"(439,378)",8123,"(440,378)",7922,"(438,378)",7862,"(278,378)",7830
151,SI266220200309225433,7,"(1,95)",15388,"(1,96)",14976,"(1,94)",14446,"(1,97)",14255,"(1,98)",13531
152,SI266220200309225433,8,"(498,355)",8969,"(498,354)",8874,"(498,353)",8112,"(498,356)",7949,"(497,355)",7645
153,SI266220200309225433,9,"(104,498)",9965,"(105,498)",9871,"(106,498)",9221,"(103,498)",8919,"(107,498)",8482
154,SI266220200309225433,10,"(258,35)",11300,"(257,35)",11188,"(258,34)",11121,"(105,1)",11043,"(259,35)",11030
155,SI266220200309225433,11,,,,,,,,,,
156,SI266220200309225433,12,"(1,355)",7776,"(1,354)",7571,"(152,385)",7346,"(151,384)",7324,"(151,385)",7308
157,SI266220200309225433,13,"(1,498)",7973,"(151,498)",6539,"(152,498)",6362,"(1,499)",6177,"(2,498)",6108
158,SI266220200309225433,14,"(1,1)",9887,"(1,2)",9631,"(1,3)",8203,"(2,1)",8015,"(0,2)",7612
159,SI266220200309225433,15,,,,,,,,,,
160,SI266220200309225433,0,,,,,,,,,,
161,SI266220200309225433,1,,,,,,,,,,
162,SI266220200309225433,2,,,,,,,,,,
163,SI266220200309225433,3,"(321,111)",10245,"(320,111)",10062,"(297,119)",9838,"(321,110)",9765,"(320,112)",9741
164,SI266220200309225433,4,"(352,298)",7766,"(352,299)",7668,"(351,298)",7408,"(353,299)",7379,"(353,298)",7321
165,SI266220200309225433,5,,,,,,,,,,
166,SI266220200309225433,6,"(351,380)",6844,"(351,381)",6706,"(351,379)",6655,"(166,415)",6571,"(352,381)",6517
167,SI266220200309225433,7,"(166,132)",8231,"(167,132)",8121,"(166,131)",8111,"(189,119)",7989,"(1,94)",7914
168,SI266220200309225433,8,"(498,315)",8150,"(498,316)",8068,"(498,314)",7942,"(498,317)",7855,"(498,318)",7638
169,SI266220200309225433,9,"(251,498)",9304,"(250,498)",8970,"(60,486)",8628,"(59,486)",8529,"(61,486)",8328
170,SI266220200309225433,10,"(104,1)",8604,"(251,1)",8537,"(105,1)",8388,"(250,1)",8264,"(169,1)",7885
171,SI266220200309225433,11,,,,,,,,,,
172,SI266220200309225433,12,"(1,315)",7482,"(1,314)",7357,"(1,316)",7350,"(1,317)",7166,"(1,318)",6757
173,SI266220200309225433,13,"(1,498)",6540,,,,,,,,
174,SI266220200309225433,14,"(1,1)",7073,"(1,2)",6420,,,,,,
175,SI266220200309225433,15,,,,,,,,,,
176,SI266220200309225433,0,,,,,,,,,,
177,SI266220200309225433,1,,,,,,,,,,
178,SI266220200309225433,2,"(498,251)",9390,"(498,250)",9167,"(498,249)",8596,"(498,246)",8587,"(498,245)",8569
179,SI266220200309225433,3,"(498,184)",16330,"(498,134)",14052,"(498,121)",13384,"(497,184)",13365,"(498,135)",13146
180,SI266220200309225433,4,,,,,,,,,,
181,SI266220200309225433,5,,,,,,,,,,
182,SI266220200309225433,6,"(1,244)",9070,"(1,243)",8873,"(1,245)",8821,"(1,250)",8742,"(1,251)",8727
183,SI266220200309225433,7,"(1,121)",13874,"(1,138)",13631,"(1,137)",13629,"(1,133)",13589,"(1,185)",13517
184,SI266220200309225433,8,"(259,312)",6154,,,,,,,,
185,SI266220200309225433,9,"(332,498)",8831,"(333,498)",8751,"(152,447)",8659,"(331,498)",8638,"(334,498)",8606
186,SI266220200309225433,10,"(337,1)",11116,"(338,1)",10969,"(336,1)",10884,"(335,1)",10655,"(334,1)",10471
187,SI266220200309225433,11,,,,,,,,,,
188,SI266220200309225433,12,,,,,,,,,,
189,SI266220200309225433,13,,,,,,,,,,
190,SI266220200309225433,14,,,,,,,,,,
191,SI266220200309225433,15,,,,,,,,,,
192,SI266220200309225433,0,,,,,,,,,,
193,SI266220200309225433,1,,,,,,,,,,
194,SI266220200309225433,2,"(498,251)",7865,"(498,250)",7555,"(498,243)",7386,"(498,240)",7379,"(498,242)",7361
195,SI266220200309225433,3,"(450,184)",12211,"(451,185)",10689,"(498,183)",10293,"(498,184)",10046,"(498,94)",9768
196,SI266220200309225433,4,"(273,300)",6826,"(274,301)",6736,"(275,302)",6703,"(274,302)",6683,"(273,299)",6683
197,SI266220200309225433,5,,,,,,,,,,
198,SI266220200309225433,6,"(437,379)",8484,"(438,379)",8177,"(437,378)",8008,"(436,379)",7967,"(438,380)",7894
199,SI266220200309225433,7,"(1,183)",10854,"(1,184)",10786,"(1,94)",9909,"(1,182)",9834,"(1,95)",9221
200,SI266220200309225433,8,"(448,339)",6969,"(448,340)",6908,"(447,339)",6802,"(447,340)",6701,"(448,338)",6075
201,SI266220200309225433,9,"(168,452)",8945,"(168,453)",8918,"(168,451)",8568,"(169,452)",8190,"(168,454)",8132
202,SI266220200309225433,10,"(250,35)",9113,"(250,34)",8771,"(251,35)",8727,"(104,1)",8711,"(250,36)",8686
203,SI266220200309225433,11,,,,,,,,,,
204,SI266220200309225433,12,"(150,387)",8597,"(150,386)",8217,"(151,387)",7794,"(150,388)",7569,"(151,386)",7442
205,SI266220200309225433,13,"(1,498)",6287,,,,,,,,
206,SI266220200309225433,14,"(1,1)",6404,,,,,,,,
207,SI266220200309225433,15,,,,,,,,,,
208,SI266220200309225433,0,,,,,,,,,,
209,SI266220200309225433,1,,,,,,,,,,
210,SI266220200309225433,2,,,,,,,,,,
211,SI266220200309225433,3,"(449,94)",10156,"(450,93)",10072,"(271,132)",9459,"(272,134)",9171,"(273,135)",9122
212,SI266220200309225433,4,"(438,383)",7733,"(437,383)",7618,"(437,382)",7550,"(438,382)",7514,"(439,383)",7282
213,SI266220200309225433,5,,,,,,,,,,
214,SI266220200309225433,6,"(438,463)",8944,"(438,462)",8860,"(437,463)",8706,"(437,464)",8536,"(438,464)",8525
215,SI266220200309225433,7,"(170,126)",11214,"(170,127)",10516,"(169,127)",9622,"(169,126)",9474,"(171,126)",9350
216,SI266220200309225433,8,"(498,353)",7011,"(498,354)",6986,"(498,352)",6896,"(498,355)",6712,"(451,334)",6601
217,SI266220200309225433,9,"(168,498)",10010,"(167,498)",9809,"(166,498)",9388,"(165,498)",9210,"(169,498)",9151
218,SI266220200309225433,10,"(168,1)",10613,"(167,1)",10323,"(169,1)",9758,"(166,1)",9514,"(168,2)",8973
219,SI266220200309225433,11,,,,,,,,,,
220,SI266220200309225433,12,"(238,383)",8718,"(237,383)",8506,"(237,384)",8439,"(238,384)",8407,"(238,382)",8198
221,SI266220200309225433,13,"(1,498)",6553,,,,,,,,
222,SI266220200309225433,14,"(1,1)",7339,"(1,2)",6055,,,,,,
223,SI266220200309225433,15,,,,,,,,,,
224,SI266220200309225433,0,,,,,,,,,,
225,SI266220200309225433,1,,,,,,,,,,
226,SI266220200309225433,2,"(498,251)",6531,"(457,250)",6110,"(460,251)",6106,"(459,251)",6086,"(458,251)",6058
227,SI266220200309225433,3,"(498,184)",16386,"(498,93)",15163,"(498,117)",14590,"(451,93)",13979,"(498,180)",13731
228,SI266220200309225433,4,"(357,386)",7349,"(357,387)",7106,"(358,386)",7105,"(356,386)",6938,"(358,387)",6710
229,SI266220200309225433,5,"(427,228)",14895,"(426,228)",13902,"(428,228)",12997,"(427,227)",12520,"(427,229)",12352
230,SI266220200309225433,6,"(353,466)",8346,"(352,466)",8179,"(354,466)",8145,"(353,467)",8045,"(354,467)",7857
231,SI266220200309225433,7,"(1,184)",15468,"(1,118)",14616,"(1,119)",14135,"(1,93)",13982,"(1,120)",13915
232,SI266220200309225433,8,"(160,307)",10226,"(159,307)",9812,"(160,308)",9015,"(160,306)",8684,"(159,306)",8519
233,SI266220200309225433,9,"(156,440)",11239,"(167,498)",10842,"(157,498)",10798,"(168,498)",10723,"(158,498)",10574
234,SI266220200309225433,10,"(168,1)",11330,"(167,1)",10859,"(169,1)",10761,"(164,1)",10661,"(165,1)",10595
235,SI266220200309225433,11,,,,,,,,,,
236,SI266220200309225433,12,"(154,386)",7537,"(153,386)",7485,"(153,385)",7466,"(45,371)",7445,"(152,385)",7411
237,SI266220200309225433,13,"(197,6)",7671,"(198,6)",7491,"(197,5)",6790,"(198,5)",6709,"(197,7)",6519
238,SI266220200309225433,14,"(1,1)",7250,"(1,2)",6235,,,,,,
239,SI266220200309225433,15,,,,,,,,,,
240,SI266220200309225433,0,,,,,,,,,,
241,SI266220200309225433,1,"(328,469)",6560,,,,,,,,
242,SI266220200309225433,2,,,,,,,,,,
243,SI266220200309225433,3,"(498,94)",12662,"(498,184)",12185,"(498,93)",11763,"(498,183)",11757,"(498,95)",10931
244,SI266220200309225433,4,"(351,386)",6690,"(351,385)",6546,"(351,387)",6367,"(181,330)",6259,"(182,331)",6235
245,SI266220200309225433,5,,,,,,,,,,
246,SI266220200309225433,6,"(440,378)",6310,"(440,377)",6140,,,,,,
247,SI266220200309225433,7,"(1,94)",12854,"(1,95)",11763,"(1,93)",11299,"(1,184)",11035,"(1,183)",10954
248,SI266220200309225433,8,"(498,315)",8982,"(498,316)",8880,"(498,314)",8709,"(498,317)",8519,"(498,318)",8035
249,SI266220200309225433,9,"(104,498)",10765,"(105,498)",10684,"(251,498)",10676,"(106,498)",10469,"(103,498)",10019
250,SI266220200309225433,10,"(104,1)",12535,"(103,1)",11791,"(105,1)",11458,"(251,1)",10411,"(106,1)",10227
251,SI266220200309225433,11,,,,,,,,,,
252,SI266220200309225433,12,"(1,315)",8645,"(1,316)",8441,"(1,314)",8410,"(1,317)",7974,"(1,318)",7455
253,SI266220200309225433,13,"(1,498)",7254,"(239,28)",6537,"(238,28)",6474,"(1,463)",6267,"(1,497)",6250
254,SI266220200309225433,14,"(1,1)",7743,"(1,2)",7110,"(2,1)",6448,"(1,3)",6149,"(1,394)",6032
255,SI266220200309225433,15,,,,,,,,,,
256,SI266220200309225433,0,,,,,,,,,,
257,SI266220200309225433,1,,,,,,,,,,
258,SI266220200309225433,2,,,,,,,,,,
259,SI266220200309225433,3,"(498,94)",14371,"(498,93)",13108,"(499,94)",11219,"(387,167)",10841,"(497,94)",10840
260,SI266220200309225433,4,"(440,387)",7525,"(441,387)",7190,"(440,386)",6935,"(440,388)",6684,"(441,386)",6544
261,SI266220200309225433,5,"(42,487)",6385,"(41,487)",6369,,,,,,
262,SI266220200309225433,6,"(440,468)",7039,"(352,379)",6780,"(439,468)",6602,"(353,379)",6586,"(352,380)",6559
263,SI266220200309225433,7,"(1,94)",14615,"(1,93)",12838,"(0,94)",11372,"(1,183)",11216,"(1,182)",11131
264,SI266220200309225433,8,"(498,314)",7083,"(498,313)",6864,"(498,315)",6518,"(449,332)",6253,"(448,333)",6232
265,SI266220200309225433,9,"(251,454)",10789,"(251,448)",10391,"(252,447)",10284,"(250,451)",10157,"(250,450)",10083
266,SI266220200309225433,10,"(170,20)",9381,"(169,20)",8753,"(170,19)",8472,"(169,19)",8172,"(340,36)",8138
267,SI266220200309225433,11,,,,,,,,,,
268,SI266220200309225433,12,"(62,372)",7241,"(62,371)",7183,"(61,372)",6920,"(61,371)",6799,"(62,370)",6098
269,SI266220200309225433,13,"(1,498)",6298,,,,,,,,
270,SI266220200309225433,14,"(1,1)",6354,,,,,,,,
271,SI266220200309225433,15,,,,,,,,,,
272,SI266220200309225433,0,,,,,,,,,,
273,SI266220200309225433,1,,,,,,,,,,
274,SI266220200309225433,2,"(498,249)",7955,"(498,250)",7908,"(498,251)",7515,"(498,248)",7441,"(498,247)",6783
275,SI266220200309225433,3,"(498,94)",15295,"(498,95)",15279,"(498,96)",14629,"(498,97)",14116,"(498,98)",13612
276,SI266220200309225433,4,"(273,299)",7074,"(274,299)",6993,"(274,300)",6859,"(273,300)",6804,"(272,299)",6626
277,SI266220200309225433,5,"(266,50)",6073,,,,,,,,
278,SI266220200309225433,6,"(273,379)",9421,"(272,379)",9315,"(434,379)",8949,"(435,379)",8948,"(433,379)",8840
279,SI266220200309225433,7,"(1,94)",16573,"(1,93)",13717,"(1,97)",13512,"(0,94)",12654,"(1,98)",12534
280,SI266220200309225433,8,"(498,314)",6117,"(498,313)",6097,,,,,,
281,SI266220200309225433,9,"(334,446)",9777,"(330,447)",9647,"(335,446)",9632,"(329,447)",9389,"(333,446)",9308
282,SI266220200309225433,10,"(250,36)",7795,"(250,1)",7768,"(251,1)",7606,"(250,35)",7521,"(251,36)",7466
283,SI266220200309225433,11,"(162,101)",6615,,,,,,,,
284,SI266220200309225433,12,"(151,387)",8914,"(150,387)",8680,"(151,386)",8600,"(150,386)",8336,"(152,387)",8291
285,SI266220200309225433,13,,,,,,,,,,
286,SI266220200309225433,14,,,,,,,,,,
287,SI266220200309225433,15,,,,,,,,,,
288,SI266220200309225433,0,,,,,,,,,,
289,SI266220200309225433,1,,,,,,,,,,
290,SI266220200309225433,2,,,,,,,,,,
291,SI266220200309225433,3,"(273,136)",9744,"(495,136)",9338,"(495,137)",9209,"(495,135)",8949,"(470,113)",8947
292,SI266220200309225433,4,"(438,383)",6465,"(438,382)",6353,"(438,384)",6326,"(437,383)",6182,"(437,384)",6100
293,SI266220200309225433,5,,,,,,,,,,
294,SI266220200309225433,6,"(438,463)",6578,"(276,447)",6553,"(438,464)",6525,"(439,462)",6505,"(438,465)",6492
295,SI266220200309225433,7,"(23,157)",10401,"(23,158)",10349,"(23,156)",10286,"(22,157)",10079,"(23,159)",9970
296,SI266220200309225433,8,"(498,352)",7670,"(498,353)",7633,"(498,354)",7411,"(498,355)",7322,"(498,351)",7280
297,SI266220200309225433,9,"(169,498)",11711,"(168,498)",11537,"(170,498)",9769,"(167,498)",9680,"(169,497)",9407
298,SI266220200309225433,10,"(169,1)",12487,"(168,1)",12029,"(170,1)",10241,"(169,2)",10082,"(167,1)",9674
299,SI266220200309225433,11,,,,,,,,,,
300,SI266220200309225433,12,"(1,352)",7111,"(1,353)",6977,"(1,354)",6807,"(1,351)",6779,"(238,384)",6589
301,SI266220200309225433,13,"(1,498)",6342,,,,,,,,
302,SI266220200309225433,14,"(1,1)",6758,,,,,,,,
303,SI266220200309225433,15,,,,,,,,,,
304,SI266220200309225433,0,,,,,,,,,,
305,SI266220200309225433,1,,,,,,,,,,
306,SI266220200309225433,2,"(498,204)",9456,"(498,203)",9163,"(498,213)",8940,"(498,212)",8868,"(498,205)",8753
307,SI266220200309225433,3,"(498,185)",14927,"(498,94)",13746,"(498,106)",13704,"(498,132)",13422,"(498,133)",13049
308,SI266220200309225433,4,"(430,386)",12108,"(430,387)",12096,"(438,386)",12086,"(429,387)",11944,"(431,387)",11680
309,SI266220200309225433,5,"(350,314)",13485,"(427,255)",13286,"(350,313)",12954,"(428,256)",12609,"(425,300)",12587
310,SI266220200309225433,6,"(1,202)",8964,"(1,203)",8838,"(1,201)",8629,"(1,212)",8625,"(1,211)",8467
311,SI266220200309225433,7,"(1,185)",14605,"(1,112)",14073,"(1,111)",13641,"(1,110)",13625,"(1,132)",13556
312,SI266220200309225433,8,"(324,370)",13014,"(324,371)",12425,"(323,370)",11477,"(323,371)",11104,"(325,370)",10893
313,SI266220200309225433,9,"(321,498)",10651,"(338,498)",10539,"(320,498)",10452,"(339,498)",10407,"(322,498)",10320
314,SI266220200309225433,10,"(106,1)",10744,"(331,34)",10575,"(107,1)",10519,"(105,1)",10512,"(110,1)",10225
315,SI266220200309225433,11,,,,,,,,,,
316,SI266220200309225433,12,"(1,355)",8880,"(1,354)",8681,"(1,353)",7822,"(55,370)",7765,"(1,356)",7606
317,SI266220200309225433,13,"(1,498)",6425,,,,,,,,
318,SI266220200309225433,14,"(1,1)",6432,,,,,,,,
319,SI266220200309225433,15,,,,,,,,,,
320,SI266220200309225433,0,,,,,,,,,,
321,SI266220200309225433,1,"(498,58)",6459,"(498,57)",6038,"(498,59)",6034,,,,
322,SI266220200309225433,2,"(498,184)",7386,"(498,183)",7342,"(498,182)",7142,"(498,185)",7100,"(498,162)",7055
323,SI266220200309225433,3,"(498,94)",13167,"(498,95)",13023,"(498,184)",13008,"(498,120)",12016,"(498,119)",11976
324,SI266220200309225433,4,"(352,381)",7907,"(352,382)",7817,"(353,382)",7726,"(351,382)",7638,"(356,386)",7612
325,SI266220200309225433,5,"(1,58)",6274,"(351,498)",6125,"(1,59)",6003,,,,
326,SI266220200309225433,6,"(440,378)",8602,"(352,467)",8366,"(277,378)",8182,"(440,379)",8157,"(352,466)",8089
327,SI266220200309225433,7,"(1,95)",13393,"(1,184)",13355,"(41,94)",13152,"(1,94)",13013,"(41,93)",12558
328,SI266220200309225433,8,"(498,355)",9844,"(498,356)",9620,"(498,354)",8853,"(497,356)",8027,"(498,353)",7866
329,SI266220200309225433,9,"(105,498)",12334,"(106,498)",12171,"(107,498)",11898,"(104,498)",11664,"(251,498)",11657
330,SI266220200309225433,10,"(106,1)",13533,"(105,1)",13331,"(107,1)",13177,"(108,1)",12645,"(104,1)",12603
331,SI266220200309225433,11,,,,,,,,,,
332,SI266220200309225433,12,"(1,355)",8540,"(1,356)",8068,"(1,354)",7647,"(151,374)",7365,"(152,386)",7311
333,SI266220200309225433,13,"(1,498)",7613,"(1,497)",6369,"(151,498)",6320,"(150,498)",6277,"(2,498)",6142
334,SI266220200309225433,14,"(1,1)",7976,"(1,2)",7496,"(151,1)",6693,"(1,394)",6554,"(1,434)",6553
335,SI266220200309225433,15,,,,,,,,,,
336,SI266220200309225433,0,,,,,,,,,,
337,SI266220200309225433,1,,,,,,,,,,
338,SI266220200309225433,2,,,,,,,,,,
339,SI266220200309225433,3,"(298,117)",11283,"(297,118)",11180,"(321,109)",11120,"(345,101)",11103,"(498,94)",10828
340,SI266220200309225433,4,"(351,304)",6037,"(351,303)",6011,,,,,,
341,SI266220200309225433,5,"(429,257)",6035,,,,,,,,
342,SI266220200309225433,6,"(352,381)",8526,"(351,381)",8445,"(351,380)",8327,"(352,382)",8286,"(352,380)",8203
343,SI266220200309225433,7,"(1,94)",10817,"(1,95)",10596,"(167,127)",9563,"(166,127)",9439,"(1,181)",9307
344,SI266220200309225433,8,"(498,314)",8525,"(498,313)",7995,"(498,315)",7905,"(498,355)",7370,"(498,356)",7313
345,SI266220200309225433,9,"(252,457)",9103,"(251,498)",9092,"(251,457)",9029,"(251,458)",8891,"(170,498)",8738
346,SI266220200309225433,10,"(251,1)",9646,"(104,1)",9436,"(250,1)",9280,"(252,1)",9017,"(105,1)",8846
347,SI266220200309225433,11,,,,,,,,,,
348,SI266220200309225433,12,"(1,314)",8022,"(1,315)",7471,"(1,313)",7278,"(152,303)",6930,"(151,303)",6877
349,SI266220200309225433,13,"(151,498)",6317,"(1,498)",6105,"(150,498)",6041,,,,
350,SI266220200309225433,14,"(151,1)",6255,"(1,1)",6048,,,,,,
351,SI266220200309225433,15,,,,,,,,,,
352,SI266220200309225433,0,,,,,,,,,,
353,SI266220200309225433,1,"(482,478)",13107,"(482,479)",12966,"(483,478)",12318,"(483,479)",12214,"(481,478)",9754
354,SI266220200309225433,2,"(498,162)",9324,"(498,163)",8923,"(498,207)",8816,"(498,206)",8800,"(498,208)",8465
355,SI266220200309225433,3,"(498,185)",16324,"(497,185)",13591,"(498,121)",13344,"(498,120)",13045,"(498,122)",12871
356,SI266220200309225433,4,"(164,331)",6074,,,,,,,,
357,SI266220200309225433,5,"(382,314)",11895,"(381,315)",11031,"(381,313)",10958,"(380,314)",10280,"(382,315)",10244
358,SI266220200309225433,6,"(1,163)",8979,"(1,164)",8501,"(1,207)",8376,"(1,162)",8374,"(1,214)",8318
359,SI266220200309225433,7,"(1,185)",14635,"(1,92)",13950,"(1,125)",13221,"(1,121)",12732,"(1,120)",12651
360,SI266220200309225433,8,"(498,314)",6954,"(498,313)",6943,,,,,,
361,SI266220200309225433,9,"(334,446)",8715,"(335,446)",8658,"(328,446)",8438,"(331,447)",8421,"(333,446)",8375
362,SI266220200309225433,10,"(104,1)",7099,"(321,1)",7027,"(322,1)",6992,"(320,1)",6921,"(103,1)",6868
363,SI266220200309225433,11,"(330,95)",6851,"(147,109)",6796,"(330,96)",6621,"(329,95)",6454,"(329,96)",6209
364,SI266220200309225433,12,"(1,314)",6707,"(1,313)",6280,"(1,315)",6106,"(239,298)",6082,,
365,SI266220200309225433,13,,,,,,,,,,
366,SI266220200309225433,14,,,,,,,,,,
367,SI266220200309225433,15,,,,,,,,,,
368,SI266220200309225433,0,,,,,,,,,,
369,SI266220200309225433,1,,,,,,,,,,
370,SI266220200309225433,2,,,,,,,,,,
371,SI266220200309225433,3,"(498,184)",12455,"(498,183)",11539,"(498,185)",11044,"(320,109)",10696,"(498,94)",10350
372,SI266220200309225433,4,"(439,301)",6791,"(438,299)",6777,"(439,300)",6728,"(439,302)",6674,"(438,300)",6581
373,SI266220200309225433,5,"(339,37)",11490,"(340,37)",10857,"(339,36)",9669,"(339,38)",8967,"(340,36)",8943
374,SI266220200309225433,6,"(437,379)",8177,"(438,379)",7869,"(437,380)",7691,"(438,380)",7673,"(436,379)",7545
375,SI266220200309225433,7,"(1,184)",11094,"(1,183)",10853,"(1,95)",10512,"(1,96)",10339,"(1,94)",10273
376,SI266220200309225433,8,"(498,314)",6589,"(498,315)",6404,"(498,354)",6321,"(498,353)",6246,"(498,355)",6058
377,SI266220200309225433,9,"(337,448)",9656,"(338,448)",9366,"(338,449)",9134,"(337,447)",9062,"(92,254)",8916
378,SI266220200309225433,10,"(109,1)",7743,"(110,1)",7544,"(108,1)",7464,"(339,1)",7414,"(338,1)",7317
379,SI266220200309225433,11,,,,,,,,,,
380,SI266220200309225433,12,"(239,299)",7004,"(1,315)",6890,"(150,387)",6834,"(1,314)",6804,"(238,299)",6738
381,SI266220200309225433,13,"(1,498)",6562,,,,,,,,
382,SI266220200309225433,14,"(1,1)",6772,,,,,,,,
383,SI266220200309225433,15,,,,,,,,,,
384,SI266220200309225433,0,,,,,,,,,,
385,SI266220200309225433,1,"(275,44)",8127,"(274,44)",7836,"(275,43)",7258,"(274,43)",7199,"(275,45)",6230
386,SI266220200309225433,2,,,,,,,,,,
387,SI266220200309225433,3,"(498,184)",14492,"(498,181)",11399,"(498,185)",10794,"(497,184)",10648,"(495,171)",9462
388,SI266220200309225433,4,"(270,367)",7531,"(271,367)",7274,"(269,367)",7231,"(270,366)",7195,"(434,385)",7179
389,SI266220200309225433,5,,,,,,,,,,
390,SI266220200309225433,6,"(274,449)",7026,"(438,465)",6942,"(275,449)",6904,"(274,450)",6853,"(439,465)",6762
391,SI266220200309225433,7,"(1,185)",11656,"(264,133)",10776,"(263,132)",10748,"(264,132)",10733,"(263,133)",10578
392,SI266220200309225433,8,"(498,354)",8455,"(498,355)",8130,"(498,353)",7706,"(498,352)",6740,"(498,356)",6572
393,SI266220200309225433,9,"(165,498)",9723,"(168,498)",9620,"(164,498)",9483,"(166,498)",9443,"(167,498)",9326
394,SI266220200309225433,10,"(165,1)",11191,"(166,1)",11164,"(164,1)",10692,"(167,1)",10692,"(163,1)",10265
395,SI266220200309225433,11,"(147,112)",6547,,,,,,,,
396,SI266220200309225433,12,"(58,369)",8223,"(1,354)",8215,"(38,363)",8068,"(37,363)",8027,"(59,369)",8020
397,SI266220200309225433,13,"(1,498)",7439,"(1,497)",6567,,,,,,
398,SI266220200309225433,14,"(1,1)",6747,,,,,,,,
399,SI266220200309225433,15,,,,,,,,,,
400,SI266220200309225433,0,,,,,,,,,,
401,SI266220200309225433,1,"(378,46)",6478,"(379,46)",6181,,,,,,
402,SI266220200309225433,2,"(498,251)",8243,"(498,250)",8071,"(498,249)",7236,"(498,252)",7039,"(498,467)",6619
403,SI266220200309225433,3,"(498,185)",16108,"(498,94)",14037,"(498,95)",13955,"(498,96)",13362,"(320,152)",12948
404,SI266220200309225433,4,"(352,383)",7446,"(352,382)",7440,"(353,382)",7377,"(189,347)",7273,"(188,347)",7069
405,SI266220200309225433,5,"(352,318)",6112,"(353,318)",6049,"(353,319)",6041,,,,
406,SI266220200309225433,6,"(352,466)",8454,"(351,466)",8391,"(353,466)",8145,"(352,467)",7998,"(165,418)",7997
407,SI266220200309225433,7,"(1,184)",17437,"(1,185)",15735,"(1,95)",15080,"(1,94)",14030,"(2,184)",12930
408,SI266220200309225433,8,"(498,355)",10336,"(498,354)",10099,"(498,353)",9086,"(497,355)",8933,"(498,356)",8833
409,SI266220200309225433,9,"(251,498)",10220,"(252,498)",10059,"(253,498)",9440,"(57,486)",9127,"(250,498)",9058
410,SI266220200309225433,10,"(105,1)",12813,"(104,1)",12410,"(106,1)",12165,"(105,2)",11061,"(107,1)",10985
411,SI266220200309225433,11,,,,,,,,,,
412,SI266220200309225433,12,"(1,355)",8752,"(1,354)",8689,"(154,386)",8208,"(1,353)",7982,"(153,386)",7976
413,SI266220200309225433,13,"(1,498)",6917,,,,,,,,
414,SI266220200309225433,14,"(1,1)",6914,"(151,1)",6249,"(152,1)",6211,"(1,2)",6156,,
415,SI266220200309225433,15,,,,,,,,,,
416,SI266220200309225433,0,,,,,,,,,,
417,SI266220200309225433,1,,,,,,,,,,
418,SI266220200309225433,2,"(498,251)",6032,,,,,,,,
419,SI266220200309225433,3,"(498,94)",13211,"(498,95)",12221,"(498,93)",12089,"(297,118)",11985,"(498,173)",11294
420,SI266220200309225433,4,"(351,298)",7072,"(351,299)",6877,"(351,300)",6450,"(237,306)",6188,"(351,297)",6133
421,SI266220200309225433,5,,,,,,,,,,
422,SI266220200309225433,6,"(165,416)",7748,"(166,416)",7567,"(165,415)",7379,"(166,415)",7354,"(165,417)",7198
423,SI266220200309225433,7,"(1,94)",13225,"(1,95)",13197,"(1,96)",11893,"(1,93)",11207,"(351,94)",11161
424,SI266220200309225433,8,"(498,314)",9447,"(497,314)",8885,"(498,315)",8812,"(498,313)",8573,"(498,316)",8172
425,SI266220200309225433,9,"(251,498)",11114,"(250,498)",10854,"(252,498)",9767,"(104,498)",9301,"(105,498)",9268
426,SI266220200309225433,10,"(104,1)",11307,"(105,1)",10834,"(251,1)",10763,"(250,1)",10096,"(103,1)",9928
427,SI266220200309225433,11,,,,,,,,,,
428,SI266220200309225433,12,"(1,315)",7544,"(1,314)",7487,"(1,316)",7265,"(1,317)",7108,"(1,355)",7064
429,SI266220200309225433,13,"(1,498)",6936,"(1,463)",6097,"(1,462)",6022,,,,
430,SI266220200309225433,14,"(1,1)",7716,"(1,2)",6830,"(1,394)",6761,"(2,1)",6483,"(1,395)",6381
431,SI266220200309225433,15,,,,,,,,,,
432,SI266220200309225433,0,,,,,,,,,,
433,SI266220200309225433,1,,,,,,,,,,
434,SI266220200309225433,2,"(498,251)",9797,"(498,252)",9329,"(498,250)",9110,"(498,249)",7981,"(497,251)",7907
435,SI266220200309225433,3,"(498,93)",14623,"(498,128)",14138,"(498,125)",13351,"(498,155)",13329,"(498,174)",13018
436,SI266220200309225433,4,"(354,298)",6206,"(353,298)",6195,"(355,298)",6173,"(352,299)",6141,"(356,298)",6130
437,SI266220200309225433,5,"(31,464)",8164,"(31,465)",7504,"(30,464)",7221,"(32,464)",6724,"(31,463)",6470
438,SI266220200309225433,6,"(223,223)",19400,"(222,222)",18976,"(222,223)",18581,"(224,222)",14777,"(223,221)",14235
439,SI266220200309225433,7,"(1,93)",15411,"(1,123)",13356,"(1,143)",13329,"(1,154)",13262,"(1,170)",13107
440,SI266220200309225433,8,"(498,314)",7695,"(498,313)",7614,"(498,315)",6462,"(497,313)",6130,"(497,314)",6049
441,SI266220200309225433,9,"(251,448)",9946,"(252,448)",9900,"(252,447)",9869,"(251,447)",9673,"(251,449)",9340
442,SI266220200309225433,10,"(104,1)",8484,"(340,36)",8315,"(169,1)",8238,"(105,1)",8072,"(341,36)",7985
443,SI266220200309225433,11,,,,,,,,,,
