seq_id,print_id,tile_id,saturated,centroids
55,SI266220200309225433,7,2895,"[{""x"": 0.7272727272727273, ""y"": 96.36363636363636, ""count"": 22}, {""x"": 396.2907348242812, ""y"": 117.80511182108626, ""count"": 313}, {""x"": 25.3768115942029, ""y"": 164.8840579710145, ""count"": 138}]"
56,SI266220200309225433,8,0,[]
57,SI266220200309225433,9,358,"[{""x"": 152.36363636363637, ""y"": 445.90909090909093, ""count"": 11}, {""x"": 128.36470588235295, ""y"": 493.01882352941175, ""count"": 425}, {""x"": 54.705882352941174, ""y"": 485.6470588235294, ""count"": 17}, {""x"": 296.81976744186045, ""y"": 498.34302325581393, ""count"": 172}]"
58,SI266220200309225433,10,4,"[{""x"": 138.33639143730886, ""y"": 4.198776758409786, ""count"": 327}, {""x"": 294.66101694915255, ""y"": 0.6271186440677966, ""count"": 177}, {""x"": 497.0, ""y"": 0.8571428571428571, ""count"": 7}]"
59,SI266220200309225433,11,0,[]
60,SI266220200309225433,12,0,[]
61,SI266220200309225433,13,0,"[{""x"": 40.5, ""y"": 455.3125, ""count"": 16}]"
62,SI266220200309225433,14,0,[]
63,SI266220200309225433,15,0,[]
64,SI266220200309225433,0,0,[]
65,SI266220200309225433,1,0,[]
66,SI266220200309225433,2,0,[]
67,SI266220200309225433,3,268,"[{""x"": 498.40625, ""y"": 98.65625, ""count"": 32}, {""x"": 385.5, ""y"": 93.8, ""count"": 10}, {""x"": 350.70588235294116, ""y"": 101.11764705882354, ""count"": 17}, {""x"": 447.86046511627904, ""y"": 120.34883720930233, ""count"": 43}, {""x"": 315.5, ""y"": 113.0, ""count"": 6}, {""x"": 302.2352941176471, ""y"": 142.2549019607843, ""count"": 51}, {""x"": 475.6981132075472, ""y"": 141.75471698113208, ""count"": 53}, {""x"": 339.1, ""y"": 156.1, ""count"": 10}, {""x"": 451.85714285714283, ""y"": 184.57142857142858, ""count"": 7}]"
68,SI266220200309225433,4,0,[]
69,SI266220200309225433,5,0,[]
70,SI266220200309225433,6,0,"[{""x"": 0.75, ""y"": 164.5, ""count"": 8}, {""x"": 350.5, ""y"": 465.0, ""count"": 10}]"
71,SI266220200309225433,7,91,"[{""x"": 0.6666666666666666, ""y"": 100.6923076923077, ""count"": 39}, {""x"": 438.18518518518516, ""y"": 93.85185185185185, ""count"": 27}, {""x"": 35.06122448979592, ""y"": 95.18367346938776, ""count"": 49}, {""x"": 350.5833333333333, ""y"": 181.0, ""count"": 12}]"
72,SI266220200309225433,8,0,[]
73,SI266220200309225433,9,0,"[{""x"": 79.14285714285714, ""y"": 470.57142857142856, ""count"": 7}, {""x"": 252.26666666666668, ""y"": 498.1333333333333, ""count"": 15}, {""x"": 106.0, ""y"": 498.22222222222223, ""count"": 9}, {""x"": 132.6, ""y"": 498.2, ""count"": 5}]"
74,SI266220200309225433,10,0,"[{""x"": 123.22222222222223, ""y"": 1.1111111111111112, ""count"": 18}, {""x"": 251.12765957446808, ""y"": 20.106382978723403, ""count"": 47}, {""x"": 497.0, ""y"": 1.0, ""count"": 8}]"
75,SI266220200309225433,11,0,[]
76,SI266220200309225433,12,0,[]
77,SI266220200309225433,13,0,"[{""x"": 1.0, ""y"": 498.0, ""count"": 5}]"
78,SI266220200309225433,14,0,[]
79,SI266220200309225433,15,0,[]
80,SI266220200309225433,0,0,[]
81,SI266220200309225433,1,0,[]
82,SI266220200309225433,2,0,"[{""x"": 468.1363636363636, ""y"": 169.04545454545453, ""count"": 22}]"
83,SI266220200309225433,3,396,"[{""x"": 356.1136363636364, ""y"": 98.72727272727273, ""count"": 44}, {""x"": 498.45454545454544, ""y"": 95.27272727272727, ""count"": 11}, {""x"": 447.0769230769231, ""y"": 112.15384615384616, ""count"": 65}, {""x"": 289.85714285714283, ""y"": 127.55357142857143, ""count"": 56}, {""x"": 389.5, ""y"": 124.0, ""count"": 6}, {""x"": 498.0952380952381, ""y"": 171.14285714285714, ""count"": 42}, {""x"": 361.83417085427135, ""y"": 163.90954773869348, ""count"": 199}]"
84,SI266220200309225433,4,0,[]
85,SI266220200309225433,5,0,"[{""x"": 426.27777777777777, ""y"": 462.7936507936508, ""count"": 126}, {""x"": 357.7142857142857, ""y"": 465.7, ""count"": 70}]"
86,SI266220200309225433,6,0,"[{""x"": 352.2307692307692, ""y"": 379.38461538461536, ""count"": 13}]"
87,SI266220200309225433,7,727,"[{""x"": 0.5555555555555556, ""y"": 94.77777777777777, ""count"": 9}, {""x"": 14.28, ""y"": 177.1, ""count"": 100}]"
88,SI266220200309225433,8,0,[]
89,SI266220200309225433,9,0,"[{""x"": 253.4, ""y"": 447.8, ""count"": 25}, {""x"": 77.45454545454545, ""y"": 482.72727272727275, ""count"": 11}, {""x"": 164.27272727272728, ""y"": 486.0, ""count"": 11}]"
90,SI266220200309225433,10,0,"[{""x"": 340.3333333333333, ""y"": 35.333333333333336, ""count"": 6}]"
91,SI266220200309225433,11,0,[]
92,SI266220200309225433,12,0,[]
93,SI266220200309225433,13,0,[]
94,SI266220200309225433,14,0,[]
95,SI266220200309225433,15,0,[]
96,SI266220200309225433,0,0,[]
97,SI266220200309225433,1,0,[]
98,SI266220200309225433,2,0,"[{""x"": 381.2463768115942, ""y"": 183.92753623188406, ""count"": 69}, {""x"": 337.22222222222223, ""y"": 176.05555555555554, ""count"": 54}, {""x"": 498.0, ""y"": 239.7, ""count"": 10}]"
99,SI266220200309225433,3,7571,"[{""x"": 470.26517571884983, ""y"": 141.38658146964858, ""count"": 313}, {""x"": 353.4415584415584, ""y"": 134.48701298701297, ""count"": 308}]"
100,SI266220200309225433,4,0,[]
101,SI266220200309225433,5,0,[]
102,SI266220200309225433,6,0,"[{""x"": 1.0, ""y"": 240.0, ""count"": 12}, {""x"": 273.2083333333333, ""y"": 378.7083333333333, ""count"": 24}, {""x"": 436.2, ""y"": 378.0, ""count"": 5}]"
103,SI266220200309225433,7,3084,"[{""x"": 28.02061855670103, ""y"": 152.73711340206185, ""count"": 194}, {""x"": 270.6111111111111, ""y"": 95.0, ""count"": 18}, {""x"": 1.1842105263157894, ""y"": 141.0, ""count"": 38}]"
104,SI266220200309225433,8,0,[]
105,SI266220200309225433,9,6,"[{""x"": 156.5321100917431, ""y"": 449.88990825688074, ""count"": 109}, {""x"": 327.59375, ""y"": 447.1145833333333, ""count"": 96}, {""x"": 146.48979591836735, ""y"": 498.14285714285717, ""count"": 49}]"
106,SI266220200309225433,10,0,"[{""x"": 143.9512195121951, ""y"": 0.9512195121951219, ""count"": 41}, {""x"": 251.83333333333334, ""y"": 35.833333333333336, ""count"": 6}]"
107,SI266220200309225433,11,0,[]
108,SI266220200309225433,12,0,"[{""x"": 238.15384615384616, ""y"": 297.61538461538464, ""count"": 13}]"
109,SI266220200309225433,13,0,[]
110,SI266220200309225433,14,0,[]
111,SI266220200309225433,15,0,[]
112,SI266220200309225433,0,0,[]
113,SI266220200309225433,1,0,[]
114,SI266220200309225433,2,0,"[{""x"": 498.2142857142857, ""y"": 233.0, ""count"": 28}]"
115,SI266220200309225433,3,1583,"[{""x"": 466.1666666666667, ""y"": 93.33333333333333, ""count"": 6}, {""x"": 498.3235294117647, ""y"": 104.8529411764706, ""count"": 34}, {""x"": 363.75, ""y"": 98.0, ""count"": 8}, {""x"": 322.7692307692308, ""y"": 110.53846153846153, ""count"": 13}, {""x"": 285.4, ""y"": 132.13333333333333, ""count"": 30}, {""x"": 339.2, ""y"": 155.4, ""count"": 5}, {""x"": 498.2307692307692, ""y"": 172.07692307692307, ""count"": 26}, {""x"": 364.0, ""y"": 162.71428571428572, ""count"": 7}, {""x"": 459.69444444444446, ""y"": 183.27777777777777, ""count"": 36}]"
116,SI266220200309225433,4,0,[]
117,SI266220200309225433,5,0,[]
118,SI266220200309225433,6,0,"[{""x"": 1.0, ""y"": 202.17241379310346, ""count"": 58}]"
119,SI266220200309225433,7,0,"[{""x"": 20.651399491094146, ""y"": 158.9033078880407, ""count"": 393}]"
120,SI266220200309225433,8,0,[]
121,SI266220200309225433,9,0,"[{""x"": 113.0, ""y"": 498.0, ""count"": 16}]"
122,SI266220200309225433,10,0,"[{""x"": 113.44444444444444, ""y"": 1.0, ""count"": 18}]"
123,SI266220200309225433,11,0,[]
124,SI266220200309225433,12,0,[]
125,SI266220200309225433,13,0,[]
126,SI266220200309225433,14,0,[]
127,SI266220200309225433,15,0,[]
128,SI266220200309225433,0,0,[]
129,SI266220200309225433,1,0,[]
130,SI266220200309225433,2,0,"[{""x"": 452.8086956521739, ""y"": 168.64347826086956, ""count"": 115}, {""x"": 498.28205128205127, ""y"": 185.93589743589743, ""count"": 78}, {""x"": 451.45454545454544, ""y"": 221.1818181818182, ""count"": 11}, {""x"": 496.5483870967742, ""y"": 250.0, ""count"": 31}]"
131,SI266220200309225433,3,2418,"[{""x"": 449.1875, ""y"": 114.8125, ""count"": 16}, {""x"": 498.0487804878049, ""y"": 117.3170731707317, ""count"": 41}, {""x"": 364.125, ""y"": 98.125, ""count"": 8}, {""x"": 298.9310344827586, ""y"": 118.41379310344827, ""count"": 116}, {""x"": 382.7692307692308, ""y"": 158.7948717948718, ""count"": 39}, {""x"": 447.90909090909093, ""y"": 169.1818181818182, ""count"": 11}, {""x"": 497.1923076923077, ""y"": 176.0, ""count"": 26}]"
132,SI266220200309225433,4,0,"[{""x"": 435.0, ""y"": 384.95652173913044, ""count"": 23}]"
133,SI266220200309225433,5,0,[]
134,SI266220200309225433,6,0,"[{""x"": 0.9113924050632911, ""y"": 182.68354430379748, ""count"": 79}, {""x"": 21.17241379310345, ""y"": 247.93103448275863, ""count"": 58}, {""x"": 274.6363636363636, ""y"": 449.90909090909093, ""count"": 11}, {""x"": 436.0, ""y"": 465.7142857142857, ""count"": 7}]"
135,SI266220200309225433,7,918,"[{""x"": 1.0263157894736843, ""y"": 118.36842105263158, ""count"": 38}, {""x"": 352.2857142857143, ""y"": 95.96428571428571, ""count"": 28}, {""x"": 14.895833333333334, ""y"": 177.16666666666666, ""count"": 48}, {""x"": 274.1489361702128, ""y"": 165.40425531914894, ""count"": 47}, {""x"": 436.2692307692308, ""y"": 182.1153846153846, ""count"": 26}]"
136,SI266220200309225433,8,0,[]
137,SI266220200309225433,9,0,"[{""x"": 252.84444444444443, ""y"": 447.44444444444446, ""count"": 45}, {""x"": 109.21875, ""y"": 498.15625, ""count"": 32}, {""x"": 155.4, ""y"": 498.0, ""count"": 25}]"
138,SI266220200309225433,10,26,"[{""x"": 142.33918128654972, ""y"": 7.426900584795321, ""count"": 171}, {""x"": 497.72727272727275, ""y"": 1.8181818181818181, ""count"": 11}, {""x"": 330.3047619047619, ""y"": 33.00952380952381, ""count"": 105}]"
139,SI266220200309225433,11,0,[]
140,SI266220200309225433,12,0,"[{""x"": 152.0, ""y"": 298.5, ""count"": 6}, {""x"": 1.0, ""y"": 353.0, ""count"": 5}, {""x"": 55.06666666666667, ""y"": 369.6666666666667, ""count"": 15}, {""x"": 232.9777777777778, ""y"": 385.9555555555556, ""count"": 45}]"
141,SI266220200309225433,13,0,[]
142,SI266220200309225433,14,0,"[{""x"": 1.0, ""y"": 1.7142857142857142, ""count"": 7}]"
143,SI266220200309225433,15,0,[]
144,SI266220200309225433,0,0,[]
145,SI266220200309225433,1,0,[]
146,SI266220200309225433,2,0,"[{""x"": 384.5, ""y"": 378.5, ""count"": 6}]"
147,SI266220200309225433,3,832,"[{""x"": 362.0921052631579, ""y"": 99.26315789473684, ""count"": 76}, {""x"": 497.6936416184971, ""y"": 126.64739884393063, ""count"": 173}, {""x"": 283.14285714285717, ""y"": 136.85714285714286, ""count"": 28}, {""x"": 321.6, ""y"": 151.4, ""count"": 15}, {""x"": 450.42857142857144, ""y"": 179.28571428571428, ""count"": 7}]"
148,SI266220200309225433,4,0,"[{""x"": 356.0888888888889, ""y"": 385.4222222222222, ""count"": 45}]"
149,SI266220200309225433,5,0,[]
150,SI266220200309225433,6,0,"[{""x"": 276.0625, ""y"": 378.375, ""count"": 16}, {""x"": 438.77272727272725, ""y"": 378.59090909090907, ""count"": 22}, {""x"": 167.77777777777777, ""y"": 418.55555555555554, ""count"": 9}, {""x"": 353.0571428571429, ""y"": 464.4, ""count"": 35}]"
151,SI266220200309225433,7,265,"[{""x"": 16.46518987341772, ""y"": 123.39873417721519, ""count"": 316}, {""x"": 273.4166666666667, ""y"": 94.75, ""count"": 12}, {""x"": 436.7142857142857, ""y"": 94.42857142857143, ""count"": 14}, {""x"": 432.8333333333333, ""y"": 125.83333333333333, ""count"": 6}, {""x"": 165.14285714285714, ""y"": 133.14285714285714, ""count"": 21}, {""x"": 353.2238805970149, ""y"": 179.8955223880597, ""count"": 67}]"
152,SI266220200309225433,8,0,"[{""x"": 498.0, ""y"": 317.5, ""count"": 8}, {""x"": 497.8333333333333, ""y"": 354.0, ""count"": 12}]"
153,SI266220200309225433,9,6,"[{""x"": 166.34883720930233, ""y"": 446.86046511627904, ""count"": 43}, {""x"": 337.5405405405405, ""y"": 446.8918918918919, ""count"": 37}, {""x"": 101.91089108910892, ""y"": 493.7029702970297, ""count"": 101}, {""x"": 288.5138888888889, ""y"": 498.0833333333333, ""count"": 72}, {""x"": 498.0, ""y"": 498.0, ""count"": 5}]"
154,SI266220200309225433,10,26,"[{""x"": 120.22222222222223, ""y"": 1.0, ""count"": 81}, {""x"": 268.12068965517244, ""y"": 20.54741379310345, ""count"": 232}, {""x"": 497.4375, ""y"": 1.875, ""count"": 16}]"
155,SI266220200309225433,11,0,[]
156,SI266220200309225433,12,0,"[{""x"": 1.0625, ""y"": 339.1875, ""count"": 16}, {""x"": 152.5909090909091, ""y"": 385.1818181818182, ""count"": 22}]"
157,SI266220200309225433,13,0,"[{""x"": 1.0, ""y"": 498.0, ""count"": 5}]"
158,SI266220200309225433,14,0,"[{""x"": 1.0, ""y"": 2.0, ""count"": 11}]"
159,SI266220200309225433,15,0,[]
160,SI266220200309225433,0,0,[]
161,SI266220200309225433,1,0,[]
162,SI266220200309225433,2,0,[]
163,SI266220200309225433,3,986,"[{""x"": 450.5952380952381, ""y"": 101.4047619047619, ""count"": 42}, {""x"": 368.4, ""y"": 93.8, ""count"": 5}, {""x"": 498.5, ""y"": 94.0, ""count"": 6}, {""x"": 302.1782945736434, ""y"": 121.65891472868218, ""count"": 129}, {""x"": 498.0, ""y"": 144.5, ""count"": 8}]"
164,SI266220200309225433,4,0,"[{""x"": 351.75, ""y"": 303.6, ""count"": 40}]"
165,SI266220200309225433,5,0,[]
166,SI266220200309225433,6,0,"[{""x"": 351.5, ""y"": 380.5, ""count"": 8}, {""x"": 166.0, ""y"": 415.0, ""count"": 7}]"
167,SI266220200309225433,7,72,"[{""x"": 4.5, ""y"": 102.14285714285714, ""count"": 14}, {""x"": 351.77777777777777, ""y"": 95.11111111111111, ""count"": 9}, {""x"": 212.0, ""y"": 110.0, ""count"": 5}, {""x"": 174.2159090909091, ""y"": 128.0568181818182, ""count"": 88}, {""x"": 40.55555555555556, ""y"": 182.11111111111111, ""count"": 9}]"
168,SI266220200309225433,8,0,"[{""x"": 497.9166666666667, ""y"": 323.8333333333333, ""count"": 24}, {""x"": 472.4, ""y"": 322.8, ""count"": 5}, {""x"": 449.4, ""y"": 335.2, ""count"": 5}]"
169,SI266220200309225433,9,7,"[{""x"": 251.5744680851064, ""y"": 459.21276595744683, ""count"": 47}, {""x"": 104.14285714285714, ""y"": 462.14285714285717, ""count"": 7}, {""x"": 68.07865168539325, ""y"": 479.75280898876406, ""count"": 89}, {""x"": 253.5625, ""y"": 498.0625, ""count"": 16}, {""x"": 168.71428571428572, ""y"": 498.42857142857144, ""count"": 7}, {""x"": 317.5, ""y"": 498.0, ""count"": 12}]"
170,SI266220200309225433,10,0,"[{""x"": 105.73333333333333, ""y"": 0.8, ""count"": 15}, {""x"": 169.36363636363637, ""y"": 7.454545454545454, ""count"": 11}, {""x"": 253.5, ""y"": 0.8571428571428571, ""count"": 14}, {""x"": 331.875, ""y"": 1.0, ""count"": 8}]"
171,SI266220200309225433,11,0,[]
172,SI266220200309225433,12,0,"[{""x"": 151.4, ""y"": 299.8, ""count"": 5}, {""x"": 0.8461538461538461, ""y"": 319.9230769230769, ""count"": 13}]"
173,SI266220200309225433,13,0,[]
174,SI266220200309225433,14,0,[]
175,SI266220200309225433,15,0,[]
176,SI266220200309225433,0,0,[]
177,SI266220200309225433,1,0,[]
178,SI266220200309225433,2,0,"[{""x"": 498.0, ""y"": 230.09876543209876, ""count"": 81}, {""x"": 450.89473684210526, ""y"": 213.57894736842104, ""count"": 19}, {""x"": 450.5, ""y"": 245.0, ""count"": 6}]"
179,SI266220200309225433,3,3055,"[{""x"": 366.90449438202245, ""y"": 133.76966292134833, ""count"": 178}, {""x"": 491.4896551724138, ""y"": 138.91724137931035, ""count"": 290}, {""x"": 321.3333333333333, ""y"": 110.11111111111111, ""count"": 9}, {""x"": 295.6, ""y"": 127.0, ""count"": 10}, {""x"": 450.30434782608694, ""y"": 133.34782608695653, ""count"": 23}]"
180,SI266220200309225433,4,0,[]
181,SI266220200309225433,5,0,[]
182,SI266220200309225433,6,0,"[{""x"": 0.9850746268656716, ""y"": 231.8955223880597, ""count"": 67}]"
183,SI266220200309225433,7,1080,"[{""x"": 6.917525773195877, ""y"": 148.02061855670104, ""count"": 291}, {""x"": 262.93333333333334, ""y"": 94.33333333333333, ""count"": 15}, {""x"": 352.5833333333333, ""y"": 93.91666666666667, ""count"": 12}, {""x"": 40.90909090909091, ""y"": 128.27272727272728, ""count"": 11}, {""x"": 439.8333333333333, ""y"": 148.33333333333334, ""count"": 12}, {""x"": 273.9, ""y"": 161.4, ""count"": 30}, {""x"": 350.14285714285717, ""y"": 152.57142857142858, ""count"": 7}, {""x"": 10.4, ""y"": 212.8, ""count"": 5}]"
184,SI266220200309225433,8,0,[]
185,SI266220200309225433,9,0,"[{""x"": 152.36363636363637, ""y"": 447.09090909090907, ""count"": 11}, {""x"": 142.53968253968253, ""y"": 498.22222222222223, ""count"": 63}, {""x"": 314.22727272727275, ""y"": 498.27272727272725, ""count"": 88}]"
186,SI266220200309225433,10,1,"[{""x"": 146.65686274509804, ""y"": 7.549019607843137, ""count"": 102}, {""x"": 307.9741935483871, ""y"": 1.632258064516129, ""count"": 155}]"
187,SI266220200309225433,11,0,[]
188,SI266220200309225433,12,0,[]
189,SI266220200309225433,13,0,[]
190,SI266220200309225433,14,0,[]
191,SI266220200309225433,15,0,[]
192,SI266220200309225433,0,0,[]
193,SI266220200309225433,1,0,[]
194,SI266220200309225433,2,0,"[{""x"": 498.17857142857144, ""y"": 241.67857142857142, ""count"": 28}]"
195,SI266220200309225433,3,1397,"[{""x"": 382.14285714285717, ""y"": 108.30952380952381, ""count"": 42}, {""x"": 484.227027027027, ""y"": 156.8054054054054, ""count"": 185}, {""x"": 316.0, ""y"": 114.0, ""count"": 7}, {""x"": 281.75, ""y"": 129.75, ""count"": 20}]"
196,SI266220200309225433,4,0,"[{""x"": 274.1111111111111, ""y"": 301.0, ""count"": 18}, {""x"": 436.3333333333333, ""y"": 301.3333333333333, ""count"": 9}]"
197,SI266220200309225433,5,0,[]
198,SI266220200309225433,6,0,"[{""x"": 0.7037037037037037, ""y"": 243.66666666666666, ""count"": 27}, {""x"": 436.0689655172414, ""y"": 379.41379310344826, ""count"": 29}, {""x"": 273.8666666666667, ""y"": 380.3333333333333, ""count"": 30}]"
199,SI266220200309225433,7,280,"[{""x"": 0.6842105263157895, ""y"": 96.42105263157895, ""count"": 19}, {""x"": 38.733333333333334, ""y"": 107.6, ""count"": 45}, {""x"": 433.47058823529414, ""y"": 107.17647058823529, ""count"": 17}, {""x"": 276.0, ""y"": 101.5, ""count"": 10}, {""x"": 2.0082644628099175, ""y"": 154.54545454545453, ""count"": 121}, {""x"": 350.6666666666667, ""y"": 182.5, ""count"": 6}]"
200,SI266220200309225433,8,0,"[{""x"": 447.6, ""y"": 339.2, ""count"": 5}]"
201,SI266220200309225433,9,19,"[{""x"": 335.7142857142857, ""y"": 449.7922077922078, ""count"": 77}, {""x"": 165.6315789473684, ""y"": 451.4605263157895, ""count"": 76}, {""x"": 56.5, ""y"": 484.0, ""count"": 12}, {""x"": 112.08333333333333, ""y"": 498.2083333333333, ""count"": 24}, {""x"": 251.2, ""y"": 498.4, ""count"": 5}, {""x"": 335.9375, ""y"": 498.4375, ""count"": 16}]"
202,SI266220200309225433,10,0,"[{""x"": 113.81818181818181, ""y"": 0.7272727272727273, ""count"": 33}, {""x"": 164.5, ""y"": 1.0, ""count"": 6}, {""x"": 336.0, ""y"": 1.0, ""count"": 9}, {""x"": 251.6829268292683, ""y"": 32.46341463414634, ""count"": 41}]"
203,SI266220200309225433,11,0,[]
204,SI266220200309225433,12,0,"[{""x"": 58.4, ""y"": 299.93333333333334, ""count"": 15}, {""x"": 237.92857142857142, ""y"": 300.14285714285717, ""count"": 14}, {""x"": 150.35714285714286, ""y"": 386.42857142857144, ""count"": 14}]"
205,SI266220200309225433,13,0,[]
206,SI266220200309225433,14,0,[]
207,SI266220200309225433,15,0,[]
208,SI266220200309225433,0,0,[]
209,SI266220200309225433,1,0,[]
210,SI266220200309225433,2,0,[]
211,SI266220200309225433,3,1558,"[{""x"": 372.2716049382716, ""y"": 108.33333333333333, ""count"": 81}, {""x"": 449.9130434782609, ""y"": 98.6086956521739, ""count"": 23}, {""x"": 486.3138686131387, ""y"": 150.14598540145985, ""count"": 137}, {""x"": 283.6666666666667, ""y"": 135.7, ""count"": 30}]"
212,SI266220200309225433,4,0,"[{""x"": 274.8333333333333, ""y"": 365.1666666666667, ""count"": 6}, {""x"": 436.0857142857143, ""y"": 383.9714285714286, ""count"": 35}]"
213,SI266220200309225433,5,0,[]
214,SI266220200309225433,6,0,"[{""x"": 275.5, ""y"": 448.5, ""count"": 18}, {""x"": 437.7586206896552, ""y"": 462.86206896551727, ""count"": 29}]"
215,SI266220200309225433,7,246,"[{""x"": 18.07603686635945, ""y"": 130.46428571428572, ""count"": 868}, {""x"": 415.38127090301003, ""y"": 154.5752508361204, ""count"": 299}, {""x"": 168.4, ""y"": 128.28, ""count"": 25}, {""x"": 274.95454545454544, ""y"": 165.22727272727272, ""count"": 22}]"
216,SI266220200309225433,8,0,"[{""x"": 450.75, ""y"": 334.125, ""count"": 8}, {""x"": 498.0, ""y"": 353.0, ""count"": 5}]"
217,SI266220200309225433,9,15,"[{""x"": 252.42424242424244, ""y"": 447.90909090909093, ""count"": 33}, {""x"": 58.41935483870968, ""y"": 480.83870967741933, ""count"": 31}, {""x"": 166.0, ""y"": 498.09090909090907, ""count"": 22}, {""x"": 338.0, ""y"": 498.375, ""count"": 8}]"
218,SI266220200309225433,10,85,"[{""x"": 108.125, ""y"": 0.75, ""count"": 16}, {""x"": 166.5909090909091, ""y"": 6.590909090909091, ""count"": 44}, {""x"": 337.7142857142857, ""y"": 0.8571428571428571, ""count"": 7}, {""x"": 334.59090909090907, ""y"": 30.484848484848484, ""count"": 66}]"
219,SI266220200309225433,11,0,[]
220,SI266220200309225433,12,0,"[{""x"": 150.875, ""y"": 298.875, ""count"": 8}, {""x"": 58.1, ""y"": 368.2, ""count"": 10}, {""x"": 236.8235294117647, ""y"": 383.94117647058823, ""count"": 34}]"
221,SI266220200309225433,13,0,[]
222,SI266220200309225433,14,0,[]
223,SI266220200309225433,15,0,[]
224,SI266220200309225433,0,0,[]
225,SI266220200309225433,1,0,[]
226,SI266220200309225433,2,0,"[{""x"": 458.0, ""y"": 250.6, ""count"": 5}]"
227,SI266220200309225433,3,4348,"[{""x"": 342.23333333333335, ""y"": 104.56666666666666, ""count"": 90}, {""x"": 486.96485623003196, ""y"": 138.54313099041534, ""count"": 313}, {""x"": 360.37931034482756, ""y"": 163.63793103448276, ""count"": 58}]"
228,SI266220200309225433,4,0,"[{""x"": 360.15384615384613, ""y"": 386.15384615384613, ""count"": 13}]"
229,SI266220200309225433,5,0,"[{""x"": 430.1521739130435, ""y"": 228.52173913043478, ""count"": 46}]"
230,SI266220200309225433,6,0,"[{""x"": 353.30434782608694, ""y"": 465.95652173913044, ""count"": 23}]"
231,SI266220200309225433,7,1320,"[{""x"": 24.4625, ""y"": 95.825, ""count"": 80}, {""x"": 263.7142857142857, ""y"": 102.42857142857143, ""count"": 28}, {""x"": 351.0, ""y"": 94.71428571428571, ""count"": 7}, {""x"": 236.0, ""y"": 102.28571428571429, ""count"": 7}, {""x"": 7.818770226537217, ""y"": 143.8770226537217, ""count"": 309}, {""x"": 260.3333333333333, ""y"": 167.88888888888889, ""count"": 9}, {""x"": 360.1607142857143, ""y"": 183.25, ""count"": 56}, {""x"": 39.285714285714285, ""y"": 183.0, ""count"": 7}]"
232,SI266220200309225433,8,0,"[{""x"": 159.63636363636363, ""y"": 306.90909090909093, ""count"": 11}, {""x"": 497.85714285714283, ""y"": 353.7142857142857, ""count"": 7}]"
233,SI266220200309225433,9,70,"[{""x"": 159.56363636363636, ""y"": 445.3454545454546, ""count"": 55}, {""x"": 135.71774193548387, ""y"": 486.43951612903226, ""count"": 248}, {""x"": 80.125, ""y"": 470.125, ""count"": 8}, {""x"": 290.84507042253523, ""y"": 498.0422535211268, ""count"": 71}]"
234,SI266220200309225433,10,39,"[{""x"": 140.64563106796118, ""y"": 5.936893203883495, ""count"": 206}, {""x"": 288.6875, ""y"": 0.953125, ""count"": 64}, {""x"": 284.8324607329843, ""y"": 34.37696335078534, ""count"": 191}]"
235,SI266220200309225433,11,0,[]
236,SI266220200309225433,12,0,"[{""x"": 1.0, ""y"": 316.0, ""count"": 5}, {""x"": 45.0, ""y"": 370.5, ""count"": 6}, {""x"": 202.8, ""y"": 376.6, ""count"": 5}, {""x"": 156.375, ""y"": 386.0833333333333, ""count"": 24}]"
237,SI266220200309225433,13,0,"[{""x"": 197.5, ""y"": 6.0, ""count"": 6}]"
238,SI266220200309225433,14,0,[]
239,SI266220200309225433,15,0,[]
240,SI266220200309225433,0,0,[]
241,SI266220200309225433,1,0,[]
242,SI266220200309225433,2,0,[]
243,SI266220200309225433,3,1359,"[{""x"": 448.3333333333333, ""y"": 97.9047619047619, ""count"": 21}, {""x"": 498.4111675126904, ""y"": 139.67005076142132, ""count"": 197}, {""x"": 359.40625, ""y"": 98.59375, ""count"": 32}, {""x"": 315.0241935483871, ""y"": 137.38709677419354, ""count"": 124}, {""x"": 450.7162162162162, ""y"": 166.52702702702703, ""count"": 74}]"
244,SI266220200309225433,4,0,"[{""x"": 351.4, ""y"": 386.2, ""count"": 5}]"
245,SI266220200309225433,5,0,[]
246,SI266220200309225433,6,0,[]
247,SI266220200309225433,7,36,"[{""x"": 5.841666666666667, ""y"": 131.99583333333334, ""count"": 240}, {""x"": 196.46728971962617, ""y"": 125.93457943925233, ""count"": 107}, {""x"": 235.88888888888889, ""y"": 159.66666666666666, ""count"": 9}, {""x"": 260.0, ""y"": 167.28571428571428, ""count"": 7}, {""x"": 350.75, ""y"": 178.16666666666666, ""count"": 36}]"
248,SI266220200309225433,8,0,"[{""x"": 497.8478260869565, ""y"": 328.82608695652175, ""count"": 46}]"
249,SI266220200309225433,9,40,"[{""x"": 72.03333333333333, ""y"": 478.18888888888887, ""count"": 90}, {""x"": 114.8360655737705, ""y"": 498.2950819672131, ""count"": 61}, {""x"": 286.89473684210526, ""y"": 498.0175438596491, ""count"": 57}]"
250,SI266220200309225433,10,0,"[{""x"": 116.02352941176471, ""y"": 1.5294117647058822, ""count"": 85}, {""x"": 257.1810344827586, ""y"": 15.025862068965518, ""count"": 116}, {""x"": 497.57142857142856, ""y"": 1.5714285714285714, ""count"": 7}]"
251,SI266220200309225433,11,0,[]
