batch_id,tile_id,print_id,saturated,latency_ms,timestamp
770,2,SI266220200309225433,0,0,2025-07-08T10:43:07.157268373Z
768,0,SI266220200309225433,0,0,2025-07-08T10:43:07.156507178Z
761,9,SI266220200309225433,63,0,2025-07-08T10:43:06.806833852Z
771,3,SI266220200309225433,2613,0,2025-07-08T10:43:07.157537499Z
777,9,SI266220200309225433,92,0,2025-07-08T10:43:07.161887836Z
774,6,SI266220200309225433,0,0,2025-07-08T10:43:07.159292105Z
778,10,SI266220200309225433,13,0,2025-07-08T10:43:07.370105871Z
769,1,SI266220200309225433,0,0,2025-07-08T10:43:07.156877649Z
772,4,SI266220200309225433,0,0,2025-07-08T10:43:07.157815016Z
767,15,SI266220200309225433,0,0,2025-07-08T10:43:07.156091652Z
780,12,SI266220200309225433,0,0,2025-07-08T10:43:07.371217292Z
773,5,SI266220200309225433,0,0,2025-07-08T10:43:07.158610975Z
775,7,SI266220200309225433,456,0,2025-07-08T10:43:07.160139106Z
782,14,SI266220200309225433,0,0,2025-07-08T10:43:07.435405963Z
786,2,SI266220200309225433,0,0,2025-07-08T10:43:07.437517182Z
784,0,SI266220200309225433,0,0,2025-07-08T10:43:07.436429692Z
779,11,SI266220200309225433,0,0,2025-07-08T10:43:07.370762748Z
787,3,SI266220200309225433,5098,0,2025-07-08T10:43:07.438542245Z
781,13,SI266220200309225433,0,0,2025-07-08T10:43:07.434683453Z
785,1,SI266220200309225433,0,0,2025-07-08T10:43:07.436968785Z
788,4,SI266220200309225433,0,0,2025-07-08T10:43:07.439146110Z
798,14,SI266220200309225433,0,0,2025-07-08T10:43:07.972585851Z
789,5,SI266220200309225433,0,0,2025-07-08T10:43:07.440126273Z
790,6,SI266220200309225433,0,0,2025-07-08T10:43:07.908520846Z
793,9,SI266220200309225433,109,0,2025-07-08T10:43:07.971163315Z
783,15,SI266220200309225433,0,0,2025-07-08T10:43:07.435932514Z
794,10,SI266220200309225433,0,0,2025-07-08T10:43:07.971550842Z
792,8,SI266220200309225433,0,0,2025-07-08T10:43:07.970771682Z
796,12,SI266220200309225433,0,0,2025-07-08T10:43:07.972040268Z
791,7,SI266220200309225433,1902,0,2025-07-08T10:43:07.970327756Z
802,2,SI266220200309225433,0,0,2025-07-08T10:43:07.973506392Z
800,0,SI266220200309225433,0,0,2025-07-08T10:43:07.973022262Z
795,11,SI266220200309225433,0,0,2025-07-08T10:43:07.971816065Z
801,1,SI266220200309225433,0,0,2025-07-08T10:43:07.973278532Z
808,8,SI266220200309225433,0,0,2025-07-08T10:43:08.401686154Z
799,15,SI266220200309225433,0,0,2025-07-08T10:43:07.972797432Z
805,5,SI266220200309225433,0,0,2025-07-08T10:43:08.194565455Z
803,3,SI266220200309225433,1421,0,2025-07-08T10:43:08.193241917Z
804,4,SI266220200309225433,0,0,2025-07-08T10:43:08.193837790Z
797,13,SI266220200309225433,0,0,2025-07-08T10:43:07.972292545Z
806,6,SI266220200309225433,0,0,2025-07-08T10:43:08.336450116Z
812,12,SI266220200309225433,0,0,2025-07-08T10:43:08.436936224Z
810,10,SI266220200309225433,0,0,2025-07-08T10:43:08.435275443Z
811,11,SI266220200309225433,0,0,2025-07-08T10:43:08.436184624Z
814,14,SI266220200309225433,0,0,2025-07-08T10:43:08.608648315Z
807,7,SI266220200309225433,169,0,2025-07-08T10:43:08.337668092Z
818,2,SI266220200309225433,0,0,2025-07-08T10:43:08.612182333Z
816,0,SI266220200309225433,0,0,2025-07-08T10:43:08.610821318Z
822,6,SI266220200309225433,0,0,2025-07-08T10:43:08.756867932Z
813,13,SI266220200309225433,0,0,2025-07-08T10:43:08.437439904Z
824,8,SI266220200309225433,0,0,2025-07-08T10:43:08.758167580Z
819,3,SI266220200309225433,1889,0,2025-07-08T10:43:08.612698427Z
809,9,SI266220200309225433,45,0,2025-07-08T10:43:08.402617464Z
820,4,SI266220200309225433,0,0,2025-07-08T10:43:08.613196086Z
817,1,SI266220200309225433,0,0,2025-07-08T10:43:08.611567690Z
823,7,SI266220200309225433,509,0,2025-07-08T10:43:08.757660709Z
825,9,SI266220200309225433,0,0,2025-07-08T10:43:08.759101777Z
826,10,SI266220200309225433,129,0,2025-07-08T10:43:09.292427452Z
834,2,SI266220200309225433,0,0,2025-07-08T10:43:09.298358631Z
828,12,SI266220200309225433,0,0,2025-07-08T10:43:09.293704385Z
835,3,SI266220200309225433,2801,0,2025-07-08T10:43:09.298804945Z
821,5,SI266220200309225433,0,0,2025-07-08T10:43:08.755835850Z
830,14,SI266220200309225433,0,0,2025-07-08T10:43:09.294818569Z
829,13,SI266220200309225433,0,0,2025-07-08T10:43:09.294248803Z
815,15,SI266220200309225433,0,0,2025-07-08T10:43:08.610308935Z
832,0,SI266220200309225433,0,0,2025-07-08T10:43:09.295860681Z
838,6,SI266220200309225433,26,0,2025-07-08T10:43:09.550367137Z
837,5,SI266220200309225433,0,0,2025-07-08T10:43:09.299975986Z
841,9,SI266220200309225433,44,0,2025-07-08T10:43:09.552496189Z
827,11,SI266220200309225433,0,0,2025-07-08T10:43:09.293176792Z
831,15,SI266220200309225433,0,0,2025-07-08T10:43:09.295407378Z
842,10,SI266220200309225433,85,0,2025-07-08T10:43:09.553216792Z
840,8,SI266220200309225433,0,0,2025-07-08T10:43:09.551749938Z
836,4,SI266220200309225433,0,0,2025-07-08T10:43:09.299349176Z
844,12,SI266220200309225433,0,0,2025-07-08T10:43:09.554354040Z
850,2,SI266220200309225433,0,0,2025-07-08T10:43:09.760692468Z
846,14,SI266220200309225433,0,0,2025-07-08T10:43:09.758462860Z
843,11,SI266220200309225433,0,0,2025-07-08T10:43:09.553855655Z
833,1,SI266220200309225433,0,0,2025-07-08T10:43:09.296389807Z
848,0,SI266220200309225433,0,0,2025-07-08T10:43:09.759648507Z
852,4,SI266220200309225433,0,0,2025-07-08T10:43:09.761679202Z
847,15,SI266220200309225433,0,0,2025-07-08T10:43:09.759156054Z
854,6,SI266220200309225433,0,0,2025-07-08T10:43:09.971795710Z
849,1,SI266220200309225433,0,0,2025-07-08T10:43:09.760166753Z
856,8,SI266220200309225433,0,0,2025-07-08T10:43:10.083944034Z
853,5,SI266220200309225433,0,0,2025-07-08T10:43:09.762573499Z
839,7,SI266220200309225433,1246,0,2025-07-08T10:43:09.551100284Z
858,10,SI266220200309225433,0,0,2025-07-08T10:43:10.271025860Z
851,3,SI266220200309225433,2581,0,2025-07-08T10:43:09.761176362Z
845,13,SI266220200309225433,0,0,2025-07-08T10:43:09.554994380Z
860,12,SI266220200309225433,0,0,2025-07-08T10:43:10.272669111Z
862,14,SI266220200309225433,0,0,2025-07-08T10:43:10.383411503Z
855,7,SI266220200309225433,367,0,2025-07-08T10:43:09.973078694Z
859,11,SI266220200309225433,0,0,2025-07-08T10:43:10.271961789Z
866,2,SI266220200309225433,0,0,2025-07-08T10:43:10.385568091Z
864,0,SI266220200309225433,0,0,2025-07-08T10:43:10.384511399Z
857,9,SI266220200309225433,79,0,2025-07-08T10:43:10.084855368Z
870,6,SI266220200309225433,0,0,2025-07-08T10:43:10.490219014Z
861,13,SI266220200309225433,0,0,2025-07-08T10:43:10.273297884Z
872,8,SI266220200309225433,0,0,2025-07-08T10:43:10.495822493Z
867,3,SI266220200309225433,7485,0,2025-07-08T10:43:10.386016304Z
868,4,SI266220200309225433,0,0,2025-07-08T10:43:10.386410154Z
863,15,SI266220200309225433,0,0,2025-07-08T10:43:10.384072326Z
865,1,SI266220200309225433,0,0,2025-07-08T10:43:10.384961743Z
869,5,SI266220200309225433,0,0,2025-07-08T10:43:10.488942506Z
873,9,SI266220200309225433,15,0,2025-07-08T10:43:10.496606030Z
875,11,SI266220200309225433,0,0,2025-07-08T10:43:10.909273956Z
871,7,SI266220200309225433,2464,0,2025-07-08T10:43:10.490991619Z
878,14,SI266220200309225433,0,0,2025-07-08T10:43:10.910876108Z
874,10,SI266220200309225433,136,0,2025-07-08T10:43:10.908532238Z
882,2,SI266220200309225433,0,0,2025-07-08T10:43:10.913155242Z
879,15,SI266220200309225433,0,0,2025-07-08T10:43:10.911366227Z
876,12,SI266220200309225433,0,0,2025-07-08T10:43:10.909788168Z
883,3,SI266220200309225433,2140,0,2025-07-08T10:43:10.913822434Z
877,13,SI266220200309225433,0,0,2025-07-08T10:43:10.910361022Z
884,4,SI266220200309225433,0,0,2025-07-08T10:43:10.914471223Z
881,1,SI266220200309225433,0,0,2025-07-08T10:43:10.912510703Z
885,5,SI266220200309225433,0,0,2025-07-08T10:43:10.915348721Z
880,0,SI266220200309225433,0,0,2025-07-08T10:43:10.911893418Z
890,10,SI266220200309225433,0,0,2025-07-08T10:43:11.111367815Z
888,8,SI266220200309225433,0,0,2025-07-08T10:43:11.109990456Z
889,9,SI266220200309225433,123,0,2025-07-08T10:43:11.110704677Z
896,0,SI266220200309225433,0,0,2025-07-08T10:43:11.417962898Z
887,7,SI266220200309225433,622,0,2025-07-08T10:43:11.109239769Z
898,2,SI266220200309225433,0,0,2025-07-08T10:43:11.418586836Z
894,14,SI266220200309225433,0,0,2025-07-08T10:43:11.417318352Z
886,6,SI266220200309225433,0,0,2025-07-08T10:43:11.006283266Z
892,12,SI266220200309225433,0,0,2025-07-08T10:43:11.112378871Z
891,11,SI266220200309225433,0,0,2025-07-08T10:43:11.111970350Z
895,15,SI266220200309225433,0,0,2025-07-08T10:43:11.417668818Z
899,3,SI266220200309225433,1840,0,2025-07-08T10:43:11.429921513Z
893,13,SI266220200309225433,0,0,2025-07-08T10:43:11.112918621Z
901,5,SI266220200309225433,0,0,2025-07-08T10:43:11.431625091Z
897,1,SI266220200309225433,0,0,2025-07-08T10:43:11.418271178Z
906,10,SI266220200309225433,137,0,2025-07-08T10:43:11.725150946Z
904,8,SI266220200309225433,0,0,2025-07-08T10:43:11.723440102Z
900,4,SI266220200309225433,0,0,2025-07-08T10:43:11.430661772Z
902,6,SI266220200309225433,0,0,2025-07-08T10:43:11.432559594Z
905,9,SI266220200309225433,32,0,2025-07-08T10:43:11.724341132Z
908,12,SI266220200309225433,0,0,2025-07-08T10:43:11.744164999Z
910,14,SI266220200309225433,0,0,2025-07-08T10:43:12.048364684Z
909,13,SI266220200309225433,0,0,2025-07-08T10:43:11.744898800Z
920,8,SI266220200309225433,0,0,2025-07-08T10:43:12.073710900Z
903,7,SI266220200309225433,471,0,2025-07-08T10:43:11.433307275Z
907,11,SI266220200309225433,0,0,2025-07-08T10:43:11.743449416Z
914,2,SI266220200309225433,0,0,2025-07-08T10:43:12.050738175Z
915,3,SI266220200309225433,4984,0,2025-07-08T10:43:12.051123892Z
912,0,SI266220200309225433,0,0,2025-07-08T10:43:12.049621807Z
911,15,SI266220200309225433,0,0,2025-07-08T10:43:12.049062056Z
916,4,SI266220200309225433,0,0,2025-07-08T10:43:12.051735403Z
913,1,SI266220200309225433,0,0,2025-07-08T10:43:12.050210080Z
917,5,SI266220200309225433,0,0,2025-07-08T10:43:12.071814035Z
922,10,SI266220200309225433,69,0,2025-07-08T10:43:12.387374906Z
921,9,SI266220200309225433,8,0,2025-07-08T10:43:12.074350220Z
918,6,SI266220200309225433,0,0,2025-07-08T10:43:12.072732702Z
930,2,SI266220200309225433,0,0,2025-07-08T10:43:12.390209544Z
924,12,SI266220200309225433,0,0,2025-07-08T10:43:12.388880822Z
926,14,SI266220200309225433,0,0,2025-07-08T10:43:12.389452192Z
923,11,SI266220200309225433,0,0,2025-07-08T10:43:12.388280082Z
928,0,SI266220200309225433,0,0,2025-07-08T10:43:12.389797685Z
919,7,SI266220200309225433,2046,0,2025-07-08T10:43:12.073252683Z
927,15,SI266220200309225433,0,0,2025-07-08T10:43:12.389606923Z
931,3,SI266220200309225433,2143,0,2025-07-08T10:43:12.390371707Z
925,13,SI266220200309225433,0,0,2025-07-08T10:43:12.389193085Z
932,4,SI266220200309225433,0,0,2025-07-08T10:43:12.390562159Z
942,14,SI266220200309225433,0,0,2025-07-08T10:43:12.776386627Z
934,6,SI266220200309225433,0,0,2025-07-08T10:43:12.602037092Z
933,5,SI266220200309225433,0,0,2025-07-08T10:43:12.394832901Z
938,10,SI266220200309225433,0,0,2025-07-08T10:43:12.773900987Z
940,12,SI266220200309225433,0,0,2025-07-08T10:43:12.775069361Z
936,8,SI266220200309225433,0,0,2025-07-08T10:43:12.772446081Z
929,1,SI266220200309225433,0,0,2025-07-08T10:43:12.390011662Z
937,9,SI266220200309225433,44,0,2025-07-08T10:43:12.773213644Z
944,0,SI266220200309225433,0,0,2025-07-08T10:43:12.935611637Z
939,11,SI266220200309225433,0,0,2025-07-08T10:43:12.774502219Z
935,7,SI266220200309225433,65,0,2025-07-08T10:43:12.771723177Z
946,2,SI266220200309225433,0,0,2025-07-08T10:43:12.974624910Z
943,15,SI266220200309225433,0,0,2025-07-08T10:43:12.777311774Z
945,1,SI266220200309225433,0,0,2025-07-08T10:43:12.936289028Z
954,10,SI266220200309225433,0,0,2025-07-08T10:43:13.296017016Z
947,3,SI266220200309225433,2960,0,2025-07-08T10:43:12.975300074Z
948,4,SI266220200309225433,0,0,2025-07-08T10:43:12.975794857Z
941,13,SI266220200309225433,0,0,2025-07-08T10:43:12.775713497Z
950,6,SI266220200309225433,0,0,2025-07-08T10:43:13.154272189Z
949,5,SI266220200309225433,0,0,2025-07-08T10:43:12.976618342Z
956,12,SI266220200309225433,0,0,2025-07-08T10:43:13.297319351Z
952,8,SI266220200309225433,0,0,2025-07-08T10:43:13.293891471Z
951,7,SI266220200309225433,665,0,2025-07-08T10:43:13.155263815Z
955,11,SI266220200309225433,0,0,2025-07-08T10:43:13.296803841Z
958,14,SI266220200309225433,0,0,2025-07-08T10:43:13.497671533Z
962,2,SI266220200309225433,0,0,2025-07-08T10:43:13.564017817Z
960,0,SI266220200309225433,0,0,2025-07-08T10:43:13.499024865Z
953,9,SI266220200309225433,55,0,2025-07-08T10:43:13.294868899Z
957,13,SI266220200309225433,0,0,2025-07-08T10:43:13.297820752Z
968,8,SI266220200309225433,0,0,2025-07-08T10:43:13.677125367Z
963,3,SI266220200309225433,3662,0,2025-07-08T10:43:13.564455701Z
961,1,SI266220200309225433,0,0,2025-07-08T10:43:13.563388438Z
964,4,SI266220200309225433,0,0,2025-07-08T10:43:13.564670239Z
970,10,SI266220200309225433,7,0,2025-07-08T10:43:13.882287935Z
969,9,SI266220200309225433,133,0,2025-07-08T10:43:13.678168101Z
966,6,SI266220200309225433,0,0,2025-07-08T10:43:13.670232614Z
965,5,SI266220200309225433,0,0,2025-07-08T10:43:13.668984980Z
967,7,SI266220200309225433,1435,0,2025-07-08T10:43:13.671153595Z
974,14,SI266220200309225433,0,0,2025-07-08T10:43:13.924426491Z
959,15,SI266220200309225433,0,0,2025-07-08T10:43:13.498520984Z
978,2,SI266220200309225433,0,0,2025-07-08T10:43:13.926095690Z
976,0,SI266220200309225433,0,0,2025-07-08T10:43:13.925415817Z
972,12,SI266220200309225433,0,0,2025-07-08T10:43:13.883589878Z
979,3,SI266220200309225433,1750,0,2025-07-08T10:43:13.928532484Z
973,13,SI266220200309225433,0,0,2025-07-08T10:43:13.884144041Z
971,11,SI266220200309225433,0,0,2025-07-08T10:43:13.883068403Z
975,15,SI266220200309225433,0,0,2025-07-08T10:43:13.925037016Z
977,1,SI266220200309225433,0,0,2025-07-08T10:43:13.925799401Z
980,4,SI266220200309225433,0,0,2025-07-08T10:43:13.933598450Z
990,14,SI266220200309225433,0,0,2025-07-08T10:43:14.339391219Z
982,6,SI266220200309225433,0,0,2025-07-08T10:43:14.301133900Z
981,5,SI266220200309225433,0,0,2025-07-08T10:43:13.934912967Z
985,9,SI266220200309225433,32,0,2025-07-08T10:43:14.334493902Z
986,10,SI266220200309225433,27,0,2025-07-08T10:43:14.336870537Z
988,12,SI266220200309225433,0,0,2025-07-08T10:43:14.338335587Z
984,8,SI266220200309225433,0,0,2025-07-08T10:43:14.333990241Z
994,2,SI266220200309225433,0,0,2025-07-08T10:43:14.558785297Z
992,0,SI266220200309225433,0,0,2025-07-08T10:43:14.340485515Z
987,11,SI266220200309225433,0,0,2025-07-08T10:43:14.337822178Z
983,7,SI266220200309225433,462,0,2025-07-08T10:43:14.333433137Z
995,3,SI266220200309225433,6090,0,2025-07-08T10:43:14.559387017Z
996,4,SI266220200309225433,2,0,2025-07-08T10:43:14.559950595Z
989,13,SI266220200309225433,0,0,2025-07-08T10:43:14.338864818Z
991,15,SI266220200309225433,0,0,2025-07-08T10:43:14.339922778Z
998,6,SI266220200309225433,0,0,2025-07-08T10:43:14.561861486Z
993,1,SI266220200309225433,0,0,2025-07-08T10:43:14.341121224Z
1002,10,SI266220200309225433,73,0,2025-07-08T10:43:14.863001313Z
997,5,SI266220200309225433,0,0,2025-07-08T10:43:14.560855055Z
1004,12,SI266220200309225433,0,0,2025-07-08T10:43:14.863710660Z
1000,8,SI266220200309225433,0,0,2025-07-08T10:43:14.861715411Z
999,7,SI266220200309225433,1802,0,2025-07-08T10:43:14.751266448Z
1003,11,SI266220200309225433,0,0,2025-07-08T10:43:14.863474024Z
1010,2,SI266220200309225433,0,0,2025-07-08T10:43:15.071888348Z
1008,0,SI266220200309225433,0,0,2025-07-08T10:43:15.071082927Z
1014,6,SI266220200309225433,0,0,2025-07-08T10:43:15.199108063Z
1006,14,SI266220200309225433,0,0,2025-07-08T10:43:15.070081491Z
1005,13,SI266220200309225433,0,0,2025-07-08T10:43:14.864010054Z
1016,8,SI266220200309225433,0,0,2025-07-08T10:43:15.200283104Z
1001,9,SI266220200309225433,0,0,2025-07-08T10:43:14.862397063Z
1011,3,SI266220200309225433,3007,0,2025-07-08T10:43:15.072453308Z
1009,1,SI266220200309225433,0,0,2025-07-08T10:43:15.071427366Z
1012,4,SI266220200309225433,0,0,2025-07-08T10:43:15.197611940Z
1015,7,SI266220200309225433,426,0,2025-07-08T10:43:15.199854801Z
1013,5,SI266220200309225433,0,0,2025-07-08T10:43:15.198443313Z
1007,15,SI266220200309225433,0,0,2025-07-08T10:43:15.070803879Z
1018,10,SI266220200309225433,64,0,2025-07-08T10:43:15.632209303Z
1017,9,SI266220200309225433,67,0,2025-07-08T10:43:15.200843137Z
1026,2,SI266220200309225433,0,0,2025-07-08T10:43:15.639519880Z
1020,12,SI266220200309225433,0,0,2025-07-08T10:43:15.633099483Z
1027,3,SI266220200309225433,2703,0,2025-07-08T10:43:15.639799452Z
1022,14,SI266220200309225433,0,0,2025-07-08T10:43:15.634333812Z
1021,13,SI266220200309225433,0,0,2025-07-08T10:43:15.633530929Z
1019,11,SI266220200309225433,0,0,2025-07-08T10:43:15.632770007Z
1024,0,SI266220200309225433,0,0,2025-07-08T10:43:15.635369275Z
1025,1,SI266220200309225433,0,0,2025-07-08T10:43:15.636919686Z
1028,4,SI266220200309225433,0,0,2025-07-08T10:43:15.640029662Z
1038,14,SI266220200309225433,0,0,2025-07-08T10:43:16.170988205Z
1030,6,SI266220200309225433,0,0,2025-07-08T10:43:16.160238265Z
1029,5,SI266220200309225433,0,0,2025-07-08T10:43:15.640536178Z
1033,9,SI266220200309225433,123,0,2025-07-08T10:43:16.169464688Z
1023,15,SI266220200309225433,0,0,2025-07-08T10:43:15.634746192Z
1034,10,SI266220200309225433,0,0,2025-07-08T10:43:16.169835655Z
1036,12,SI266220200309225433,0,0,2025-07-08T10:43:16.170346578Z
1032,8,SI266220200309225433,0,0,2025-07-08T10:43:16.169087335Z
1031,7,SI266220200309225433,395,0,2025-07-08T10:43:16.168690158Z
1042,2,SI266220200309225433,0,0,2025-07-08T10:43:16.287885101Z
1040,0,SI266220200309225433,0,0,2025-07-08T10:43:16.171983675Z
1035,11,SI266220200309225433,0,0,2025-07-08T10:43:16.170129484Z
1044,4,SI266220200309225433,0,0,2025-07-08T10:43:16.288734260Z
1037,13,SI266220200309225433,0,0,2025-07-08T10:43:16.170617896Z
1039,15,SI266220200309225433,0,0,2025-07-08T10:43:16.171532865Z
1046,6,SI266220200309225433,0,0,2025-07-08T10:43:16.383057256Z
1043,3,SI266220200309225433,8395,0,2025-07-08T10:43:16.288445944Z
1045,5,SI266220200309225433,0,0,2025-07-08T10:43:16.289350497Z
1041,1,SI266220200309225433,0,0,2025-07-08T10:43:16.172463236Z
1050,10,SI266220200309225433,0,0,2025-07-08T10:43:16.522937447Z
1048,8,SI266220200309225433,0,0,2025-07-08T10:43:16.521172987Z
1052,12,SI266220200309225433,0,0,2025-07-08T10:43:16.524007371Z
1054,14,SI266220200309225433,0,0,2025-07-08T10:43:16.751765782Z
1047,7,SI266220200309225433,3693,0,2025-07-08T10:43:16.384104095Z
1051,11,SI266220200309225433,0,0,2025-07-08T10:43:16.523616477Z
1058,2,SI266220200309225433,0,0,2025-07-08T10:43:16.754958386Z
1056,0,SI266220200309225433,0,0,2025-07-08T10:43:16.753077277Z
1049,9,SI266220200309225433,78,0,2025-07-08T10:43:16.522060382Z
1062,6,SI266220200309225433,0,0,2025-07-08T10:43:16.954002261Z
1053,13,SI266220200309225433,0,0,2025-07-08T10:43:16.524536278Z
1064,8,SI266220200309225433,0,0,2025-07-08T10:43:16.963305345Z
1060,4,SI266220200309225433,0,0,2025-07-08T10:43:16.951973240Z
1059,3,SI266220200309225433,1600,0,2025-07-08T10:43:16.755819621Z
1057,1,SI266220200309225433,0,0,2025-07-08T10:43:16.754160274Z
1063,7,SI266220200309225433,414,0,2025-07-08T10:43:16.956972996Z
1066,10,SI266220200309225433,0,0,2025-07-08T10:43:17.270079633Z
1065,9,SI266220200309225433,61,0,2025-07-08T10:43:16.964210569Z
1074,2,SI266220200309225433,0,0,2025-07-08T10:43:17.288445835Z
1068,12,SI266220200309225433,0,0,2025-07-08T10:43:17.271364169Z
1061,5,SI266220200309225433,0,0,2025-07-08T10:43:16.953119850Z
1070,14,SI266220200309225433,0,0,2025-07-08T10:43:17.286584304Z
1069,13,SI266220200309225433,0,0,2025-07-08T10:43:17.271807843Z
1055,15,SI266220200309225433,0,0,2025-07-08T10:43:16.752503101Z
1067,11,SI266220200309225433,0,0,2025-07-08T10:43:17.270883020Z
1072,0,SI266220200309225433,0,0,2025-07-08T10:43:17.287431251Z
1075,3,SI266220200309225433,1470,0,2025-07-08T10:43:17.288971385Z
1073,1,SI266220200309225433,0,0,2025-07-08T10:43:17.287932267Z
1071,15,SI266220200309225433,0,0,2025-07-08T10:43:17.287086629Z
1076,4,SI266220200309225433,0,0,2025-07-08T10:43:17.289430353Z
1086,14,SI266220200309225433,0,0,2025-07-08T10:43:17.738911238Z
1078,6,SI266220200309225433,0,0,2025-07-08T10:43:17.700149417Z
1077,5,SI266220200309225433,0,0,2025-07-08T10:43:17.290112955Z
1081,9,SI266220200309225433,0,0,2025-07-08T10:43:17.736063925Z
1082,10,SI266220200309225433,134,0,2025-07-08T10:43:17.736757057Z
1084,12,SI266220200309225433,0,0,2025-07-08T10:43:17.737677282Z
1080,8,SI266220200309225433,0,0,2025-07-08T10:43:17.735066074Z
1079,7,SI266220200309225433,509,0,2025-07-08T10:43:17.734046403Z
1088,0,SI266220200309225433,0,0,2025-07-08T10:43:17.739970393Z
1083,11,SI266220200309225433,0,0,2025-07-08T10:43:17.737268442Z
1087,15,SI266220200309225433,0,0,2025-07-08T10:43:17.739415766Z
1090,2,SI266220200309225433,0,0,2025-07-08T10:43:17.741250008Z
1091,3,SI266220200309225433,2368,0,2025-07-08T10:43:17.949161319Z
1085,13,SI266220200309225433,0,0,2025-07-08T10:43:17.738417835Z
1094,6,SI266220200309225433,0,0,2025-07-08T10:43:17.950811066Z
1089,1,SI266220200309225433,0,0,2025-07-08T10:43:17.740688013Z
1098,10,SI266220200309225433,81,0,2025-07-08T10:43:18.166548321Z
1092,4,SI266220200309225433,0,0,2025-07-08T10:43:17.949624684Z
1093,5,SI266220200309225433,0,0,2025-07-08T10:43:17.950180742Z
1100,12,SI266220200309225433,0,0,2025-07-08T10:43:18.167525004Z
1096,8,SI266220200309225433,0,0,2025-07-08T10:43:18.164636010Z
1102,14,SI266220200309225433,0,0,2025-07-08T10:43:18.495971033Z
1095,7,SI266220200309225433,468,0,2025-07-08T10:43:17.951790697Z
1099,11,SI266220200309225433,0,0,2025-07-08T10:43:18.167140281Z
1106,2,SI266220200309225433,0,0,2025-07-08T10:43:18.497733582Z
1104,0,SI266220200309225433,0,0,2025-07-08T10:43:18.496883765Z
1097,9,SI266220200309225433,42,0,2025-07-08T10:43:18.165679109Z
1110,6,SI266220200309225433,0,0,2025-07-08T10:43:18.575602159Z
1101,13,SI266220200309225433,0,0,2025-07-08T10:43:18.167997106Z
1112,8,SI266220200309225433,0,0,2025-07-08T10:43:18.576947640Z
1107,3,SI266220200309225433,2380,0,2025-07-08T10:43:18.498125224Z
1108,4,SI266220200309225433,0,0,2025-07-08T10:43:18.498556601Z
1103,15,SI266220200309225433,0,0,2025-07-08T10:43:18.496541026Z
1105,1,SI266220200309225433,0,0,2025-07-08T10:43:18.497264873Z
1109,5,SI266220200309225433,0,0,2025-07-08T10:43:18.574572284Z
1111,7,SI266220200309225433,878,0,2025-07-08T10:43:18.576348492Z
1113,9,SI266220200309225433,66,0,2025-07-08T10:43:18.577754768Z
1114,10,SI266220200309225433,0,0,2025-07-08T10:43:18.584184227Z
1122,2,SI266220200309225433,0,0,2025-07-08T10:43:19.005673749Z
1115,11,SI266220200309225433,0,0,2025-07-08T10:43:19.002901306Z
1116,12,SI266220200309225433,0,0,2025-07-08T10:43:19.003479622Z
1123,3,SI266220200309225433,8200,0,2025-07-08T10:43:19.006069567Z
1118,14,SI266220200309225433,0,0,2025-07-08T10:43:19.004453653Z
1117,13,SI266220200309225433,0,0,2025-07-08T10:43:19.003986044Z
1121,1,SI266220200309225433,0,0,2025-07-08T10:43:19.005310600Z
1120,0,SI266220200309225433,0,0,2025-07-08T10:43:19.005079775Z
1119,15,SI266220200309225433,0,0,2025-07-08T10:43:19.004811353Z
1124,4,SI266220200309225433,0,0,2025-07-08T10:43:19.006514645Z
1134,14,SI266220200309225433,0,0,2025-07-08T10:43:19.343151961Z
1125,5,SI266220200309225433,0,0,2025-07-08T10:43:19.007012530Z
1126,6,SI266220200309225433,0,0,2025-07-08T10:43:19.340432865Z
1129,9,SI266220200309225433,20,0,2025-07-08T10:43:19.341757980Z
1130,10,SI266220200309225433,15,0,2025-07-08T10:43:19.342123130Z
1132,12,SI266220200309225433,0,0,2025-07-08T10:43:19.342593355Z
1128,8,SI266220200309225433,0,0,2025-07-08T10:43:19.341322222Z
1127,7,SI266220200309225433,3322,0,2025-07-08T10:43:19.340962794Z
1138,2,SI266220200309225433,0,0,2025-07-08T10:43:19.344023886Z
1139,3,SI266220200309225433,2534,0,2025-07-08T10:43:19.553493940Z
1136,0,SI266220200309225433,0,0,2025-07-08T10:43:19.343521301Z
1133,13,SI266220200309225433,0,0,2025-07-08T10:43:19.342858201Z
1131,11,SI266220200309225433,0,0,2025-07-08T10:43:19.342386Z
1140,4,SI266220200309225433,0,0,2025-07-08T10:43:19.554206089Z
1135,15,SI266220200309225433,0,0,2025-07-08T10:43:19.343339516Z
1142,6,SI266220200309225433,0,0,2025-07-08T10:43:19.629006769Z
1137,1,SI266220200309225433,0,0,2025-07-08T10:43:19.343775367Z
1146,10,SI266220200309225433,0,0,2025-07-08T10:43:19.774984984Z
1144,8,SI266220200309225433,0,0,2025-07-08T10:43:19.772988163Z
1141,5,SI266220200309225433,0,0,2025-07-08T10:43:19.555113207Z
1148,12,SI266220200309225433,0,0,2025-07-08T10:43:19.776535332Z
1150,14,SI266220200309225433,0,0,2025-07-08T10:43:19.981797507Z
1143,7,SI266220200309225433,753,0,2025-07-08T10:43:19.630045264Z
1147,11,SI266220200309225433,0,0,2025-07-08T10:43:19.775826445Z
1154,2,SI266220200309225433,0,0,2025-07-08T10:43:19.984387907Z
